"","word_tokens"
"1","kristy"
"2","siegfried"
"3","19"
"4","november"
"5","2021belarus"
"6","clears"
"7","border"
"8","encampment"
"9","repatriation"
"10","flights"
"11","leave"
"12","iraq"
"13","belarusian"
"14","authorities"
"15","thursday"
"16","occupants"
"17","makeshift"
"18","camp"
"19","border"
"20","poland"
"21","moved"
"22","voluntary"
"23","basis"
"24","nearby"
"25","warehouse"
"26","converted"
"27","reception"
"28","centre"
"29","media"
"30","reports"
"31","hundreds"
"32","people"
"33","including"
"34","children"
"35","resting"
"36","mattresses"
"37","earlier"
"38","week"
"39","polish"
"40","forces"
"41","tear"
"42","gas"
"43","water"
"44","cannon"
"45","repel"
"46","migrants"
"47","refugees"
"48","attempting"
"49","cross"
"50","border"
"51","separate"
"52","development"
"53","thursday"
"54","iraq"
"55","voluntary"
"56","repatriation"
"57","citizens"
"58","belarus"
"59","initial"
"60","flight"
"61","taking"
"62","400"
"63","people"
"64","minsk"
"65","erbil"
"66","baghdad"
"67","al"
"68","jazeera"
"69","european"
"70","commission"
"71","germany"
"72","rejected"
"73","proposal"
"74","belarus"
"75","eu"
"76","countries"
"77","2,000"
"78","migrants"
"79","refugees"
"80","territory"
"81","minsk"
"82","return"
"83","5,000"
"84","home"
"85","countries"
"86","sign"
"87","unknown"
"88","people"
"89","remain"
"90","stranded"
"91","freezing"
"92","conditions"
"93","border"
"94","syrian"
"95","couple"
"96","injured"
"97","told"
"98","polish"
"99","centre"
"100","international"
"101","aid"
"102","local"
"103","ngo"
"104","child"
"105","died"
"106","forest"
"107","living"
"108","1.5"
"109","months"
"110","agencies"
"111","confirm"
"112","death"
"113","earlier"
"114","week"
"115","funerals"
"116","held"
"117","syrian"
"118","died"
"119","border.ten"
"120","die"
"121","overcrowded"
"122","boat"
"123","libya"
"124","ten"
"125","people"
"126","found"
"127","dead"
"128","lower"
"129","deck"
"130","severely"
"131","overcrowded"
"132","wooden"
"133","boat"
"134","taking"
"135","water"
"136","coast"
"137","libya"
"138","tuesday"
"139","médecins"
"140","sans"
"141","frontières"
"142","reported"
"143","survivors"
"144","rescued"
"145","msf’s"
"146","rescue"
"147","vessel"
"148","geo"
"149","barents"
"150","died"
"151","suffocated"
"152","13"
"153","hours"
"154","crammed"
"155","bottom"
"156","boat"
"157","strong"
"158","smell"
"159","fuel"
"160","rescue"
"161","24"
"162","hours"
"163","geo"
"164","barents"
"165","recorded"
"166","total"
"167","186"
"168","people"
"169","board"
"170","including"
"171","61"
"172","minors"
"173","msf"
"174","alarm"
"175","phone"
"176","volunteer"
"177","run"
"178","hotline"
"179","migrants"
"180","refugees"
"181","relayed"
"182","distress"
"183","call"
"184","boat"
"185","european"
"186","authorities"
"187","hours"
"188","rescued"
"189","incident"
"190","highlighted"
"191","urgent"
"192","run"
"193","search"
"194","rescue"
"195","operations"
"196","central"
"197","mediterranean"
"198","estimated"
"199","1,235"
"200","people"
"201","died"
"202","missing"
"203","attempting"
"204","cross"
"205","central"
"206","mediterranean"
"207","29,000"
"208","intercepted"
"209","libyan"
"210","coast"
"211","guard"
"212","returned"
"213","libya.malnutrition"
"214","soars"
"215","northern"
"216","ethiopia"
"217","afp"
"218","reports"
"219","survey"
"220","14"
"221","hospitals"
"222","ethiopia’s"
"223","tigray"
"224","region"
"225","local"
"226","doctors"
"227","researchers"
"228","found"
"229","200"
"230","children"
"231","died"
"232","severe"
"233","acute"
"234","malnutrition"
"235","late"
"236","june"
"237","late"
"238","october"
"239","figures"
"240","considered"
"241","comprehensive"
"242","health"
"243","facilities"
"244","tigray"
"245","functioning"
"246","health"
"247","workers"
"248","reach"
"249","half"
"250","region’s"
"251","districts"
"252","dr"
"253","hagos"
"254","godefay"
"255","head"
"256","health"
"257","bureau"
"258","tigray’s"
"259","pre"
"260","war"
"261","government"
"262","trucks"
"263","carrying"
"264","humanitarian"
"265","supplies"
"266","struggled"
"267","reach"
"268","tigray"
"269","recent"
"270","months"
"271","arriving"
"272","18"
"273","october"
"274","update"
"275","office"
"276","coordination"
"277","humanitarian"
"278","affairs"
"279","ocha"
"280","nutrition"
"281","situation"
"282","tigray"
"283","precarious"
"284","ocha"
"285","recorded"
"286","alarming"
"287","rates"
"288","severe"
"289","acute"
"290","malnutrition"
"291","neighbouring"
"292","afar"
"293","region"
"294","separately"
"295","thousands"
"296","people"
"297","detained"
"298","ethiopia’s"
"299","capital"
"300","government"
"301","earlier"
"302","month"
"303","declared"
"304","emergency"
"305","country’s"
"306","intensifying"
"307","conflict"
"308","government"
"309","affiliated"
"310","independent"
"311","ethiopian"
"312","human"
"313","rights"
"314","commission"
"315","ehrc"
"316","ehrc"
"317","detainees"
"318","tigrayan"
"319","background.greece"
"320","suspends"
"321","trial"
"322","aid"
"323","workers"
"324","involved"
"325","sea"
"326","rescues"
"327","trial"
"328","greece"
"329","24"
"330","aid"
"331","workers"
"332","involved"
"333","search"
"334","rescue"
"335","efforts"
"336","thursday"
"337","immediately"
"338","adjourned"
"339","judge"
"340","ruled"
"341","local"
"342","court"
"343","island"
"344","lesvos"
"345","competent"
"346","hear"
"347","defendants"
"348","include"
"349","17"
"350","foreign"
"351","nationals"
"352","affiliated"
"353","emergency"
"354","response"
"355","centre"
"356","international"
"357","erci"
"358","profit"
"359","operated"
"360","lesvos"
"361","2016"
"362","2018"
"363","asylum"
"364","seekers"
"365","arriving"
"366","daily"
"367","island’s"
"368","shores"
"369","volunteers"
"370","grassroots"
"371","organizations"
"372","providing"
"373","life"
"374","saving"
"375","search"
"376","rescue"
"377","support"
"378","assistance"
"379","facing"
"380","25"
"381","prison"
"382","charges"
"383","spying"
"384","disclosing"
"385","secrets"
"386","denied"
"387","separate"
"388","charges"
"389","investigated"
"390","people"
"391","smuggling"
"392","belonging"
"393","criminal"
"394","money"
"395","laundering"
"396","rights"
"397","criticized"
"398","trial"
"399","politically"
"400","motivated"
"401","urged"
"402","greek"
"403","authorities"
"404","drop"
"405","charges"
"406","perfect"
"407","storm"
"408","brewing"
"409","somalia"
"410","amid"
"411","worsening"
"412","drought"
"413","joint"
"414","statement"
"415","government"
"416","somalia"
"417","humanitarian"
"418","community"
"419","thursday"
"420","warned"
"421","rapidly"
"422","worsening"
"423","drought"
"424","country"
"425","verge"
"426","fourth"
"427","consecutive"
"428","failed"
"429","rainy"
"430","season"
"431","100,000"
"432","people"
"433","abandoned"
"434","homes"
"435","central"
"436","southern"
"437","search"
"438","food"
"439","water"
"440","pasture"
"441","livestock"
"442","movements"
"443","risk"
"444","exposing"
"445","families"
"446","conflict"
"447","dwindling"
"448","resources"
"449","people"
"450","assistance"
"451","expected"
"452","rise"
"453","30"
"454","cent"
"455","7.7"
"456","million"
"457","2022"
"458","perfect"
"459","storm"
"460","brewing"
"461","somalia"
"462","un’s"
"463","resident"
"464","humanitarian"
"465","coordinator"
"466","somalia"
"467","adam"
"468","abdelmoula"
"469","called"
"470","action"
"471","prevent"
"472","slide"
"473","famine"
"474","conditions"
"475","experienced"
"476","previous"
"477","somalia"
"478","frontline"
