"","word_tokens"
"1","kristy"
"2","siegfried"
"3","14"
"4","january"
"5","2022un"
"6","seeks"
"7","5"
"8","billion"
"9","prevent"
"10","catastrophe"
"11","afghanistan"
"12","tuesday"
"13","international"
"14","donors"
"15","provide"
"16","5"
"17","billion"
"18","funding"
"19","stave"
"20","blown"
"21","humanitarian"
"22","catastrophe"
"23","afghanistan"
"24","largest"
"25","appeal"
"26","single"
"27","country"
"28","months"
"29","taliban"
"30","power"
"31","half"
"32","population"
"33","facing"
"34","acute"
"35","hunger"
"36","9"
"37","million"
"38","people"
"39","displaced"
"40","economy"
"41","free"
"42","fall"
"43","funded"
"44","partner"
"45","organizations"
"46","deliver"
"47","life"
"48","saving"
"49","aid"
"50","22"
"51","million"
"52","people"
"53","inside"
"54","afghanistan"
"55","support"
"56","5.7"
"57","million"
"58","displaced"
"59","afghans"
"60","local"
"61","communities"
"62","neighbouring"
"63","countries"
"64","unhcr"
"65","chief"
"66","filippo"
"67","grandi"
"68","underscored"
"69","risk"
"70","displacement"
"71","country"
"72","region"
"73","international"
"74","community"
"75","fails"
"76","step"
"77","support"
"78","appeal"
"79","pledging"
"80","conference"
"81","mid"
"82","march"
"83","countries"
"84","announced"
"85","funding"
"86","week"
"87","including"
"88","additional"
"89","308"
"90","million"
"91","united"
"92","thursday"
"93","secretary"
"94","antónio"
"95","guterres"
"96","appealed"
"97","suspension"
"98","rules"
"99","preventing"
"100","money"
"101","afghanistan"
"102","save"
"103","lives"
"104","path"
"105","conditional"
"106","release"
"107","frozen"
"108","afghan"
"109","foreign"
"110","currency"
"111","reserves.air"
"112","strikes"
"113","ethiopia’s"
"114","tigray"
"115","intensify"
"116","drone"
"117","strikes"
"118","locations"
"119","ethiopia’s"
"120","northern"
"121","tigray"
"122","region"
"123","killed"
"124","dozens"
"125","civilians"
"126","past"
"127","week"
"128","strike"
"129","reportedly"
"130","killed"
"131","56"
"132","people"
"133","centre"
"134","recently"
"135","displaced"
"136","people"
"137","north"
"138","western"
"139","tigray"
"140","eritrean"
"141","border"
"142","strike"
"143","monday"
"144","southern"
"145","town"
"146","mai"
"147","tsebri"
"148","17"
"149","people"
"150","flour"
"151","mill"
"152","killed"
"153","humanitarian"
"154","workers"
"155","spoke"
"156","witnesses"
"157","confirm"
"158","casualty"
"159","figures"
"160","access"
"161","tigray"
"162","restricted"
"163","remains"
"164","communications"
"165","blackout"
"166","week"
"167","unhcr"
"168","confirmed"
"169","refugees"
"170","killed"
"171","air"
"172","strike"
"173","refugee"
"174","camp"
"175","northern"
"176","tigray"
"177","attacks"
"178","forced"
"179","aid"
"180","agencies"
"181","temporarily"
"182","suspend"
"183","operations"
"184","north"
"185","west"
"186","fighting"
"187","rendered"
"188","main"
"189","supply"
"190","route"
"191","region"
"192","unusable"
"193","mid"
"194","december"
"195","world"
"196","food"
"197","programme"
"198","spokesperson"
"199","warned"
"200","fuel"
"201","food"
"202","supplies"
"203","tigray"
"204","perilously"
"205","low"
"206","forcing"
"207","agency"
"208","scale"
"209","food"
"210","distributions"
"211","region"
"212","hundreds"
"213","thousands"
"214","people"
"215","facing"
"216","famine"
"217","conditions.decade"
"218","sahel"
"219","conflict"
"220","leaves"
"221","2.5"
"222","million"
"223","displaced"
"224","unhcr"
"225","called"
"226","concerted"
"227","international"
"228","action"
"229","armed"
"230","conflict"
"231","africa’s"
"232","central"
"233","sahel"
"234","region"
"235","forced"
"236","2.5"
"237","million"
"238","people"
"239","homes"
"240","past"
"241","decade"
"242","internal"
"243","displacement"
"244","increased"
"245","tenfold"
"246","2013"
"247","217,000"
"248","2.1"
"249","million"
"250","late"
"251","2021"
"252","region"
"253","host"
"254","410,000"
"255","refugees"
"256","violent"
"257","attacks"
"258","surged"
"259","central"
"260","sahelian"
"261","countries"
"262","burkina"
"263","faso"
"264","mali"
"265","niger"
"266","displacing"
"267","500,000"
"268","people"
"269","november"
"270","insecurity"
"271","combined"
"272","covid"
"273","19"
"274","pandemic"
"275","worsening"
"276","effects"
"277","climate"
"278","crisis"
"279","led"
"280","rapidly"
"281","deteriorating"
"282","humanitarian"
"283","situation"
"284","region"
"285","unhcr"
"286","noted"
"287","host"
"288","communities"
"289","government"
"290","authorities"
"291","scant"
"292","resources"
"293","buckling"
"294","pressure"
"295","welcoming"
"296","displaced"
"297","families"
"298","humanitarian"
"299","agencies"
"300","mounting"
"301","challenges"
"302","deliver"
"303","assistance"
"304","including"
"305","road"
"306","attacks"
"307","insufficient"
"308","funding"
"309","unhcr’s"
"310","funding"
"311","central"
"312","sahel"
"313","unmet"
"314","agency"
"315","requires"
"316","307"
"317","million"
"318","mount"
"319","effective"
"320","response"
"321","2022"
"322","libyan"
"323","security"
"324","forces"
"325","arrest"
"326","hundreds"
"327","protesting"
"328","migrants"
"329","refugees"
"330","aid"
"331","agencies"
"332","estimate"
"333","600"
"334","migrants"
"335","refugees"
"336","arrested"
"337","libyan"
"338","authorities"
"339","unhcr"
"340","run"
"341","community"
"342","day"
"343","centre"
"344","agency’s"
"345","main"
"346","office"
"347","tripoli"
"348","monday"
"349","left"
"350","police"
"351","arrived"
"352","refused"
"353","leave"
"354","moved"
"355","detention"
"356","centre"
"357","arrested"
"358","camping"
"359","buildings"
"360","seeking"
"361","evacuation"
"362","libya"
"363","security"
"364","operation"
"365","october"
"366","led"
"367","arrest"
"368","thousands"
"369","migrants"
"370","asylum"
"371","seekers"
"372","demolition"
"373","makeshift"
"374","shelters"
"375","protest"
"376","leaders"
"377","claimed"
"378","police"
"379","excessive"
"380","force"
"381","arrests"
"382","médecins"
"383","sans"
"384","frontières"
"385","teams"
"386","treated"
"387","patients"
"388","ain"
"389","zara"
"390","detention"
"391","centre"
"392","stab"
"393","wounds"
"394","beatings"
"395","trauma"
"396","unhcr"
"397","expressed"
"398","concern"
"399","held"
"400","detention"
"401","called"
"402","release.fire"
"403","tears"
"404","rohingya"
"405","refugee"
"406","camp"
"407","fire"
"408","swept"
"409","rohingya"
"410","refugee"
"411","camp"
"412","southeastern"
"413","bangladesh"
"414","sunday"
"415","destroying"
"416","hundreds"
"417","homes"
"418","blaze"
"419","week"
"420","fire"
"421","2"
"422","january"
"423","severely"
"424","damaged"
"425","covid"
"426","19"
"427","treatment"
"428","centre"
"429","camp"
"430","cox’s"
"431","bazar"
"432","aid"
"433","agencies"
"434","sunday’s"
"435","fire"
"436","burnt"
"437","350"
"438","shelters"
"439","affecting"
"440","2,000"
"441","people"
"442","learning"
"443","centres"
"444","refugee"
"445","children"
"446","damaged"
"447","reports"
"448","casualties"
"449","devastating"
"450","fire"
"451","march"
"452","killed"
"453","15"
"454","refugees"
"455","burned"
"456","10,000"
"457","shelters"
"458","fires"
"459","continual"
"460","hazard"
"461","camps"
"462","million"
"463","people"
"464","live"
"465","extremely"
"466","crowded"
"467","conditions"
"468","shelters"
"469","bamboo"
"470","tarpaulin"
"471","packed"
"472","closely"
"473","sunday’s"
"474","incident"
"475","led"
"476","renewed"
"477","calls"
"478","fencing"
"479","surrounds"
