"","word_tokens"
"1","kristy"
"2","siegfried"
"3","7"
"4","january"
"5","2022three"
"6","refugees"
"7","killed"
"8","air"
"9","strike"
"10","ethiopia’s"
"11","tigray"
"12","eritrean"
"13","refugees"
"14","including"
"15","children"
"16","killed"
"17","air"
"18","strike"
"19","hit"
"20","refugee"
"21","camp"
"22","ethiopia’s"
"23","northern"
"24","tigray"
"25","region"
"26","unhcr"
"27","thursday"
"28","strike"
"29","wednesday"
"30","hit"
"31","mai"
"32","aini"
"33","camp"
"34","left"
"35","refugees"
"36","injured"
"37","unhcr"
"38","gather"
"39","information"
"40","incident"
"41","aid"
"42","agencies"
"43","noted"
"44","upsurge"
"45","air"
"46","strikes"
"47","october"
"48","killed"
"49","143"
"50","people"
"51","tigray"
"52","region"
"53","unhcr"
"54","chief"
"55","filippo"
"56","grandi"
"57","called"
"58","parties"
"59","conflict"
"60","started"
"61","northern"
"62","ethiopia"
"63","14"
"64","months"
"65","ago"
"66","respect"
"67","rights"
"68","civilians"
"69","including"
"70","refugees"
"71","refugees"
"72","target"
"73","fighting"
"74","government"
"75","forces"
"76","tigray"
"77","people’s"
"78","liberation"
"79","army"
"80","north"
"81","left"
"82","millions"
"83","desperate"
"84","humanitarian"
"85","assistance"
"86","doctors"
"87","tigray"
"88","week"
"89","patients"
"90","needlessly"
"91","dying"
"92","de"
"93","facto"
"94","blockade"
"95","preventing"
"96","medicines"
"97","life"
"98","saving"
"99","supplies"
"100","reaching"
"101","hospitals.harsh"
"102","winter"
"103","weather"
"104","worsens"
"105","humanitarian"
"106","crisis"
"107","afghanistan"
"108","heavy"
"109","snowfall"
"110","rain"
"111","affected"
"112","afghanistan"
"113","tuesday"
"114","blocking"
"115","roads"
"116","causing"
"117","avalanches"
"118","flooding"
"119","30"
"120","34"
"121","provinces"
"122","aid"
"123","agencies"
"124","warned"
"125","harsh"
"126","winter"
"127","conditions"
"128","aggravating"
"129","severe"
"130","conditions"
"131","faced"
"132","afghans"
"133","millions"
"134","internally"
"135","displaced"
"136","people"
"137","speaking"
"138","npr"
"139","shelley"
"140","thakral"
"141","spokesperson"
"142","world"
"143","food"
"144","programme"
"145","half"
"146","population"
"147","facing"
"148","extreme"
"149","levels"
"150","hunger"
"151","malnutrition"
"152","soaring"
"153","urban"
"154","class"
"155","hungry"
"156","people"
"157","lost"
"158","jobs"
"159","lack"
"160","money"
"161","food"
"162","fuel"
"163","warm"
"164","unhcr"
"165","office"
"166","coordination"
"167","humanitarian"
"168","affairs"
"169","ocha"
"170","jointly"
"171","launch"
"172","humanitarian"
"173","response"
"174","plan"
"175","inside"
"176","afghanistan"
"177","2022"
"178","refugee"
"179","response"
"180","plan"
"181","covering"
"182","afghan"
"183","refugees"
"184","host"
"185","communities"
"186","neighbouring"
"187","countries"
"188","11"
"189","january.mexico"
"190","asylum"
"191","applications"
"192","surge"
"193","2021"
"194","people"
"195","applying"
"196","asylum"
"197","mexico"
"198","doubled"
"199","2019"
"200","2021"
"201","reaching"
"202","record"
"203","130,000"
"204","mexican"
"205","commission"
"206","refugee"
"207","assistance"
"208","comar"
"209","main"
"210","nationalities"
"211","haitians"
"212","hondurans"
"213","majority"
"214","claims"
"215","filed"
"216","southern"
"217","city"
"218","tapachula"
"219","guatemalan"
"220","border"
"221","unhcr"
"222","urged"
"223","government"
"224","granting"
"225","legal"
"226","migration"
"227","pathways"
"228","ease"
"229","pressure"
"230","overwhelmed"
"231","comar"
"232","officials"
"233","tapachula"
"234","asylum"
"235","seekers"
"236","complained"
"237","waits"
"238","applications"
"239","processed"
"240","separately"
"241","united"
"242","week"
"243","returning"
"244","asylum"
"245","seekers"
"246","mexican"
"247","border"
"248","city"
"249","tijuana"
"250","reinstatement"
"251","migrant"
"252","protection"
"253","protocols"
"254","programme"
"255","president"
"256","trump"
"257","president"
"258","biden"
"259","winding"
"260","programme"
"261","federal"
"262","court"
"263","forced"
"264","administration"
"265","restart"
"266","late"
"267","year.tennis"
"268","star’s"
"269","detention"
"270","australia"
"271","throws"
"272","light"
"273","treatment"
"274","refugees"
"275","serbian"
"276","tennis"
"277","star"
"278","novak"
"279","djokovic"
"280","awaits"
"281","court"
"282","hearing"
"283","coronavirus"
"284","vaccination"
"285","status"
"286","prevents"
"287","staying"
"288","australia"
"289","compete"
"290","australian"
"291","held"
"292","melbourne’s"
"293","park"
"294","hotel"
"295","facility"
"296","australian"
"297","border"
"298","force"
"299","detain"
"300","asylum"
"301","seekers"
"302","refugees"
"303","media"
"304","reports"
"305","50"
"306","refugees"
"307","held"
"308","conditions"
"309","denounced"
"310","human"
"311","rights"
"312","guardian"
"313","interviewed"
"314","iranian"
"315","refugee"
"316","spent"
"317","past"
"318","australian"
"319","immigration"
"320","detention"
"321","held"
"322","park"
"323","hotel"
"324","awaits"
"325","resettlement"
"326","united"
"327","states.attack"
"328","syria’s"
"329","idlib"
"330","leaves"
"331","200,000"
"332","people"
"333","water"
"334","start"
"335","escalation"
"336","violence"
"337","north"
"338","west"
"339","syria"
"340","left"
"341","children"
"342","dead"
"343","injured"
"344","unicef"
"345","attack"
"346","sunday"
"347","damaged"
"348","unicef"
"349","supported"
"350","water"
"351","station"
"352","cutting"
"353","water"
"354","supply"
"355","241,000"
"356","people"
"357","idlib"
"358","internally"
"359","displaced"
"360","reuters"
"361","reports"
"362","makeshift"
"363","camps"
"364","housing"
"365","thousands"
"366","displaced"
"367","families"
"368","jisr"
"369","al"
"370","shuqhur"
"371","west"
"372","idlib"
"373","city"
"374","hit"
"375","series"
"376","attacks"
"377","weekend"
"378","un’s"
"379","deputy"
"380","regional"
"381","humanitarian"
"382","coordinator"
"383","mark"
"384","cutts"
"385","noted"
"386","syria"
"387","facing"
"388","water"
"389","crisis"
"390","called"
"391","attacks"
"392","civilians"
"393","civilian"
"394","infrastructure"
"395","stop.medics"
"396","leave"
"397","poland"
"398","belarus"
"399","border"
"400","reaching"
"401","migrants"
"402","refugees"
"403","international"
"404","humanitarian"
"405","médecins"
"406","sans"
"407","frontières"
"408","msf"
"409","announced"
"410","thursday"
"411","emergency"
"412","response"
"413","team"
"414","left"
"415","poland"
"416","blocked"
"417","accessing"
"418","migrants"
"419","refugees"
"420","staying"
"421","forested"
"422","border"
"423","belarus"
"424","msf"
"425","spent"
"426","months"
"427","seeking"
"428","permission"
"429","access"
"430","restricted"
"431","provide"
"432","medical"
"433","humanitarian"
"434","assistance"
"435","people"
"436","surviving"
"437","temperatures"
"438","success"
"439","hundreds"
"440","migrants"
"441","refugees"
"442","sheltered"
"443","logistics"
"444","centre"
"445","belarus"
"446","border"
"447","people"
"448","reported"
"449","living"
"450","harsh"
"451","conditions"
"452","border"
"453","poland"
"454","imposed"
"455","emergency"
"456","border"
"457","belarus"
"458","prohibits"
"459","residents"
"460","including"
"461","aid"
"462","entering"
"463","area.afghan"
"464","refugee"
"465","elite"
"466","para"
"467","swimmer"
"468","abbas"
"469","karimi"
"470","lived"
"471","trained"
"472","fort"
"473","lauderdale"
"474","florida"
"475","2020"
